case_name,scenario_index,converged,solve_time_s,objective_eur,max_line_loading_pct,min_vm_pu,max_vm_pu,active_set_key,power_balance_residual_mw,line_violation_pct,voltage_violation_pu,active_line_constraints,active_voltage_constraints,active_gen_max_constraints,active_gen_min_constraints,load_scale,reactive_scale,renewable_scale,ramp_max,smoothness,std_power,complementarity,sample_id,sample_seed
case30,17,True,0.1679284000001644,500.57642579405825,94.16872906532862,1.0285415934038158,1.0799996421174214,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",3.579545793108707e-08,0.0,0.0,0,8,0,0,0.9326937675081568,0.8333006656041467,0.18904260144576324,0.0570477103221744,0.008404063487202,0.0535815189838653,0.2699373757854014,3,2028
case30,23,True,0.17096999999921536,512.5409338522412,95.34983828812202,1.0280870690452764,1.0799996000181444,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",4.545115817045087e-08,0.0,0.0,0,8,0,0,0.9487821550858829,0.8416487926835374,0.18514948585338253,0.1009363085935032,0.0082662531608311,0.0916403050663083,0.2126535971995407,3,2028
case30,40,True,0.167298700000174,521.6181714180867,98.38380580783546,1.027348339835032,1.0799995491532708,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.015271702963787e-08,0.0,0.0,1,9,0,0,0.9897790879983335,0.8604317446524214,0.3417946591761059,0.1020133467001724,0.0169885459972662,0.1698809380586978,-0.6393881569588249,3,2028
case30,47,True,0.17056219999903988,501.64983583169624,94.28840712879907,1.028344495742402,1.0799996493780861,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",3.4810488935832495e-08,0.0,0.0,0,8,0,0,0.9293924297218698,0.8392110727022631,0.16258651136341642,0.1881509130729844,0.039244100707106,0.0552142480681095,-0.105898405194518,3,2028
case30,73,True,0.16820990000087477,515.7455817564111,96.27322078245683,1.0278015329521772,1.0799995655620467,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",5.41812938958941e-08,0.0,0.0,0,9,0,0,0.9596178026482345,0.8491516866362678,0.22031638557460256,0.0868812319370744,0.0159506371931566,0.1194571451886351,-0.0162146847556793,3,2028
case30,77,True,0.17345930000010412,538.6405723184305,99.99998709886304,1.0094329222832588,1.0799973789314088,"L:9|VL:none|VH:12,24|GMAX:none|GMIN:none",4.0779816590230666e-07,0.0,0.0,1,5,0,0,1.0340805780616722,0.8908786428069988,0.4598333434791577,0.4286150214402168,0.1939965557020929,0.163451194457373,-0.0018393359041156,3,2028
case30,88,True,0.1546805999987555,518.3028499888254,97.0229052031156,1.0278055085479636,1.0799995241567066,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.784138384396954e-08,0.0,0.0,1,9,0,0,0.9758309086447259,0.8474560880918125,0.2900632624782098,0.1297942672044475,0.0374110232862186,0.0941913813649687,0.192373150179439,3,2028
case30,89,True,0.15971239999998943,526.7711044656622,99.43212862467334,1.0269686006685383,1.0799993862929453,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",2.983247787247123e-06,0.0,0.0,1,9,0,0,1.0012077655135667,0.8700244111931962,0.36545188444275917,0.10762666768637,0.0120584071885516,0.2175177177238954,0.2777251268946641,3,2028
case30,120,True,0.1784576999998535,517.7428988829076,97.74851481036929,1.0276280763950232,1.0799995334647812,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.551892717254759e-08,0.0,0.0,1,9,0,0,0.9838880005946924,0.8534113614271189,0.3390225313191409,0.141277779853278,0.0206766166404791,0.1349525928719669,-0.7819067509813836,3,2028
case30,130,True,0.15210509999997157,516.1268258420744,96.77854696059477,1.0278744537010722,1.0799995383150942,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",6.445945799349317e-08,0.0,0.0,0,9,0,0,0.9719191519988191,0.8463982953461602,0.2852467343961011,0.1225438881992298,0.0200617186870573,0.103578118102227,0.4685391202332178,3,2028
case30,136,True,0.18972299999950337,513.860314779332,97.56022357437821,1.0279675886559907,1.0799993697688304,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",5.042183703896086e-07,0.0,0.0,1,9,0,0,0.988418850290541,0.8442680200053109,0.39395037354424695,0.1088532909600325,0.0290601087179726,0.08653272925489,0.7336418142962514,3,2028
case30,138,True,0.16640430000006745,505.1447806658824,95.03590169528549,1.0282337556594705,1.0799996278960495,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",4.061655656251162e-08,0.0,0.0,0,9,0,0,0.9426213898026841,0.840825457198049,0.20845649198292823,0.030133603075988,0.0073549785846303,0.08864345933098,0.2150478151116985,3,2028
case30,139,True,0.1630038000002969,508.5157739525011,95.87103772275749,1.0280748928389716,1.0799995934132265,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",5.018545268242747e-08,0.0,0.0,0,9,0,0,0.9558994355354332,0.8440652850154017,0.25565940268954346,0.0816314735253796,0.0160884060968138,0.0962244178089782,0.4229477056975645,3,2028
case30,144,True,0.1645312999989983,519.5520925918972,97.2055470544497,1.0277623801793254,1.079999515451753,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",7.012596858757547e-08,0.0,0.0,1,9,0,0,0.9787788071129984,0.8481686489632582,0.29671785777219595,0.1420828608840926,0.0373505829060491,0.0974797456371335,-0.1432837888003236,3,2028
case30,154,True,0.17706450000150653,498.883960362878,93.99835121254127,1.0286302275888402,1.0799996433718126,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",3.517621172122176e-08,0.0,0.0,0,9,0,0,0.9311263550101726,0.8313175151383732,0.1935330223892956,0.0384502124739116,0.0117815125655869,0.0418038312571253,0.5633026704498756,3,2028
case30,164,True,0.15457050000077288,519.1190805124885,97.05170692576596,1.0275150447923986,1.079999536467462,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.102349869863133e-08,0.0,0.0,1,9,0,0,0.9677248650027556,0.8566273009138702,0.23916813922848856,0.3429889704330882,0.0404479373025767,0.1333939645427568,-0.219228547538143,3,2028
case30,179,True,0.1852255999983754,536.8869376447327,99.99998153046347,1.0201124797481458,1.079999054524088,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",4.587128660915596e-06,0.0,0.0,1,7,0,0,1.019124342542326,0.8854950130247978,0.38820441289601143,0.4241231112810112,0.0719244457947995,0.2388573308260632,-0.7065611807211053,3,2028
case30,190,True,0.1643074000003253,515.935618960963,96.75943291802328,1.0277785025103896,1.0799995454280225,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",6.126129048489304e-08,0.0,0.0,0,9,0,0,0.9684074971640596,0.8496818158240373,0.2673892897588687,0.1599309284634452,0.0207593629912162,0.117932411298266,0.2492213659221623,3,2028
case118,17,True,0.47045470000011846,113682.60186440407,4.094613573889118,1.0214398477449038,1.0599999937338933,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",1.2117033008962608e-05,0.0,0.0,0,40,0,25,0.9326937675081568,0.8333006656041467,0.18904260144576324,0.0570477103221744,0.008404063487202,0.0535815189838653,0.2699373757854014,3,2028
case118,23,True,0.5001105999999709,116445.72655090966,4.114552073949093,1.0207170349744379,1.059999993394629,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.0093699362178086e-05,0.0,0.0,0,40,0,22,0.9487821550858829,0.8416487926835374,0.18514948585338253,0.1009363085935032,0.0082662531608311,0.0916403050663083,0.2126535971995407,3,2028
case118,40,True,0.47509720000016387,119386.78376161719,4.127595487618547,1.0215965426321796,1.0599999918112168,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.261964463912136e-05,0.0,0.0,0,38,0,20,0.9897790879983335,0.8604317446524214,0.3417946591761059,0.1020133467001724,0.0169885459972662,0.1698809380586978,-0.6393881569588249,3,2028
case118,47,True,0.44019789999947534,113788.89009254999,4.096285218688515,1.020847774673814,1.0599999933221051,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.549831233977784e-05,0.0,0.0,0,40,0,25,0.9293924297218698,0.8392110727022631,0.16258651136341642,0.1881509130729844,0.039244100707106,0.0552142480681095,-0.105898405194518,3,2028
case118,73,True,0.44165609999981825,117375.77051212348,4.119422365517556,1.0208493464401749,1.0599999935153774,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",1.5754798752709576e-05,0.0,0.0,0,39,0,21,0.9596178026482345,0.8491516866362678,0.22031638557460256,0.0868812319370744,0.0159506371931566,0.1194571451886351,-0.0162146847556793,3,2028
case118,77,True,0.4075926999994408,123854.1112386595,4.149046774957913,1.022080868089204,1.0599999627418402,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",0.00012094464409528882,0.0,0.0,0,37,0,19,1.0340805780616722,0.8908786428069988,0.4598333434791577,0.4286150214402168,0.1939965557020929,0.163451194457373,-0.0018393359041156,3,2028
case118,88,True,0.46893459999955667,118345.13638250221,4.123055051959091,1.0215497236269644,1.0599999911833387,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.310336421373904e-05,0.0,0.0,0,38,0,20,0.9758309086447259,0.8474560880918125,0.2900632624782098,0.1297942672044475,0.0374110232862186,0.0941913813649687,0.192373150179439,3,2028
case118,89,True,0.4290572999998403,120705.39795893653,4.134302464668041,1.0216631906826574,1.0599999927338146,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.3998269114144932e-05,0.0,0.0,0,37,0,20,1.0012077655135667,0.8700244111931962,0.36545188444275917,0.10762666768637,0.0120584071885516,0.2175177177238954,0.2777251268946641,3,2028
case118,120,True,0.4465491999999358,118474.65602057519,4.122576401294244,1.0216475273179975,1.0599999906826008,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.7212078506977377e-05,0.0,0.0,0,38,0,20,0.9838880005946924,0.8534113614271189,0.3390225313191409,0.141277779853278,0.0206766166404791,0.1349525928719669,-0.7819067509813836,3,2028
case118,130,True,0.5383708000008482,117813.78488904996,4.120177216203948,1.0214474532347544,1.0599999910044062,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.0774379748900174e-05,0.0,0.0,0,39,0,20,0.9719191519988191,0.8463982953461602,0.2852467343961011,0.1225438881992298,0.0200617186870573,0.103578118102227,0.4685391202332178,3,2028
case118,136,True,0.4989704999989044,117870.64278138595,4.11727295895051,1.0226232324648294,1.0599999922434118,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.827532890137263e-05,0.0,0.0,0,39,0,22,0.988418850290541,0.8442680200053109,0.39395037354424695,0.1088532909600325,0.0290601087179726,0.08653272925489,0.7336418142962514,3,2028
case118,138,True,0.4160381999990932,114848.00892185846,4.10282887789652,1.0211108399427584,1.0599999519234675,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",0.00011207163450421831,0.0,0.0,0,40,0,22,0.9426213898026841,0.840825457198049,0.20845649198292823,0.030133603075988,0.0073549785846303,0.08864345933098,0.2150478151116985,3,2028
case118,139,True,0.43590450000010605,115884.48967323071,4.108716206736871,1.021347015813172,1.0599999926468946,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",1.4515961495931151e-05,0.0,0.0,0,40,0,24,0.9558994355354332,0.8440652850154017,0.25565940268954346,0.0816314735253796,0.0160884060968138,0.0962244178089782,0.4229477056975645,3,2028
case118,144,True,0.46794219999901543,118670.8783833093,4.12468336365172,1.0216343347087213,1.0599999913339015,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.039521966423763e-05,0.0,0.0,0,38,0,20,0.9787788071129984,0.8481686489632582,0.29671785777219595,0.1420828608840926,0.0373505829060491,0.0974797456371335,-0.1432837888003236,3,2028
case118,154,True,0.4081864999989193,113312.60692579983,4.091360341160648,1.0216648229526233,1.0599999938435636,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",1.097574403274848e-05,0.0,0.0,0,40,0,26,0.9311263550101726,0.8313175151383732,0.1935330223892956,0.0384502124739116,0.0117815125655869,0.0418038312571253,0.5633026704498756,3,2028
case118,164,True,0.3978741999999329,118257.28747217037,4.123984371590099,1.02087434578336,1.059999993354106,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.0593942423374756e-05,0.0,0.0,0,38,0,20,0.9677248650027556,0.8566273009138702,0.23916813922848856,0.3429889704330882,0.0404479373025767,0.1333939645427568,-0.219228547538143,3,2028
case118,179,True,0.4128720999997313,123131.8182148941,4.147099049075971,1.0217323711808672,1.0599999934430242,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",2.305570228600118e-05,0.0,0.0,0,37,0,19,1.019124342542326,0.8854950130247978,0.38820441289601143,0.4241231112810112,0.0719244457947995,0.2388573308260632,-0.7065611807211053,3,2028
case118,190,True,0.42068400000061956,117671.92361365486,4.119882198078768,1.0211834910667086,1.0599999919369876,"L:none|VL:none|VH:3,4|GMAX:none|GMIN:1,2",1.8091934691710776e-05,0.0,0.0,0,39,0,20,0.9684074971640596,0.8496818158240373,0.2673892897588687,0.1599309284634452,0.0207593629912162,0.117932411298266,0.2492213659221623,3,2028
