case_name,scenario_index,converged,solve_time_s,objective_eur,max_line_loading_pct,min_vm_pu,max_vm_pu,active_set_key,power_balance_residual_mw,line_violation_pct,voltage_violation_pu,active_line_constraints,active_voltage_constraints,active_gen_max_constraints,active_gen_min_constraints,load_scale,reactive_scale,renewable_scale,ramp_max,smoothness,std_power,complementarity,sample_id,sample_seed
case30,5,True,0.16185930000028748,508.33385799498245,95.41293281996914,1.0280729691087953,1.0799996119483233,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",4.3981918329549785e-08,0.0,0.0,0,9,0,0,0.9468502654242222,0.8443446349370362,0.2071170450334278,0.0865395115538439,0.0106905316204777,0.1019106329334103,-0.6025345370888453,4,2029
case30,8,True,0.15574689999994007,501.1250326046726,93.89151150075243,1.0285757191133125,1.079999642460239,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",3.4792205116929154e-08,0.0,0.0,0,8,0,0,0.9287672126771196,0.8319412093818063,0.16308579557742423,0.0794158792103575,0.0096284614417742,0.0464003923740318,0.2579948181373843,4,2029
case30,11,True,0.1538276000010228,501.47744719091554,94.92179376290957,1.0285651007368326,1.0799996218088774,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",4.3921629444554355e-08,0.0,0.0,0,9,0,0,0.9485689929154768,0.8318502737198317,0.2696467496725052,0.0420361472638568,0.0128970269937187,0.0433127675498284,-0.2572795263084821,4,2029
case30,24,True,0.16010079999978188,507.266406331621,94.5671889057774,1.028387586744539,1.0799996276626347,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",3.91030281488014e-08,0.0,0.0,0,8,0,0,0.9398135475991417,0.8347174919548289,0.17638649639555656,0.2226145721275475,0.0161893718687013,0.0536518409930124,0.5087524525681729,4,2029
case30,34,True,0.1543963000003714,518.2394415841355,97.31299760050287,1.0275847717562012,1.079999528412153,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.531423668576508e-08,0.0,0.0,1,9,0,0,0.9744351397991622,0.8547140280888758,0.2829782926237669,0.1529338274575214,0.0338457464186873,0.1300990624250549,0.3698578689298225,4,2029
case30,50,True,0.15266909999991185,520.0949769528985,98.56460076285656,1.0275330114109957,1.079999371724759,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",7.506353341124594e-07,0.0,0.0,1,9,0,0,0.9980487188349532,0.8550839486540389,0.39917753055062305,0.100205499361057,0.02445941326118,0.139460246668303,0.1366752250189594,4,2029
case30,55,True,0.1548821999986103,515.1031079199242,97.47986751655165,1.028015910519948,1.079999451018598,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.107190131388052e-07,0.0,0.0,1,9,0,0,0.9891486814453889,0.84202599730588,0.38831877022015243,0.1523101432246243,0.0290545804638032,0.0763462401017979,0.7626374219505826,4,2029
case30,57,True,0.1581755000006524,523.6301996017448,98.37384024961537,1.0274231255633606,1.0799995352968468,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.37024835103972e-08,0.0,0.0,1,9,0,0,0.9931928338857301,0.8568931294302913,0.3450836313820822,0.1489669082156486,0.0295783221772786,0.143495597447187,0.2076321726045782,4,2029
case30,58,True,0.15779069999916828,519.8789427228403,97.02697884167755,1.0276476228296982,1.079999526508737,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",6.440160427167996e-08,0.0,0.0,1,9,0,0,0.9719370961357081,0.8518452812431209,0.25647506301450734,0.3592701278152836,0.0482017400650078,0.1053134910519068,0.4407018132456364,4,2029
case30,79,True,0.1606947999989643,523.7178744942759,97.74941441108926,1.027684031818804,1.0799994931018984,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",7.615070418687253e-08,0.0,0.0,1,9,0,0,0.9893801774667781,0.8483957953662382,0.3231762246452049,0.0997100375420775,0.0195243109289185,0.1130973609046956,-0.2923580132225463,4,2029
case30,89,True,0.18055079999976442,526.7711044656622,99.43212862467334,1.0269686006685383,1.0799993862929453,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",2.983247787247123e-06,0.0,0.0,1,9,0,0,1.0012077655135667,0.8700244111931962,0.36545188444275917,0.10762666768637,0.0120584071885516,0.2175177177238954,0.2777251268946641,4,2029
case30,96,True,0.20495450000089477,508.3629207389124,96.44145205638407,1.0278222836764928,1.0799995860987606,"L:none|VL:none|VH:0,11|GMAX:none|GMIN:none",5.271409775353675e-08,0.0,0.0,0,9,0,0,0.9588063672511303,0.8523506645368283,0.2730536639200791,0.1883731418348672,0.0758641588561335,0.0849777997396558,0.2318297667287844,4,2029
case30,107,True,0.18773650000002817,528.6504761123117,98.66607894622574,1.0272094410121582,1.0799995234628048,"L:9|VL:none|VH:0,11|GMAX:none|GMIN:none",7.284511882588163e-08,0.0,0.0,1,9,0,0,0.9952633289292364,0.8612314385598969,0.3179722877344504,0.3555059663500006,0.0506359546501881,0.1459862123766505,0.1015457693067975,4,2029
